route_id,sequence,type,name,lat,lon,prev_lat,prev_lon,dist_from_prev
route_1351,1,Stop,,43.698,10.382,43.701,10.383,343.13
route_1351,2,Stop,,43.696,10.384,43.698,10.382,274.43
route_1351,3,Stop,,43.696,10.39,43.696,10.384,482.37
route_1351,4,Stop,,43.696,10.393,43.696,10.39,241.19
route_1351,5,Stop,,43.698,10.396,43.696,10.393,328.06
route_1351,6,Stop,,43.7,10.397,43.698,10.396,236.47
route_1351,7,Stop,,43.702,10.4,43.7,10.397,328.05
route_1351,8,Stop,,43.705,10.401,43.702,10.4,343.13
route_1351,9,Stop,,43.704,10.405,43.705,10.401,340.22
route_1351,10,Location,Ristorante Pizzeria Il Pellicano,43.705,10.403,43.704,10.405,195.48
route_1352,0,Location,OBI Pisa,43.701,10.383,,,
route_1352,1,Stop,,43.707,10.386,43.701,10.383,709.42
route_1352,2,Stop,,43.709,10.385,43.707,10.386,236.47
route_1352,3,Stop,,43.713,10.388,43.709,10.385,505.94
route_1352,4,Stop,,43.715,10.393,43.713,10.388,459.29
route_1352,5,Stop,,43.717,10.399,43.715,10.393,531.02
route_1352,6,Stop,,43.715,10.405,43.717,10.399,531.02
route_1352,7,Stop,,43.716,10.409,43.715,10.405,340.17
route_1352,8,Stop,,43.719,10.416,43.716,10.409,654.03
route_1352,9,Stop,,43.719,10.419,43.719,10.416,241.09
route_1352,10,Location,Via San Ranieri 9,43.716,10.417,43.719,10.419,370.29
route_1353,0,Location,OBI Pisa,43.701,10.383,,,
route_1353,1,Stop,,43.698,10.382,43.701,10.383,343.13
route_1353,2,Stop,,43.696,10.384,43.698,10.382,274.43
route_1353,3,Stop,,43.696,10.39,43.696,10.384,482.37
route_1353,4,Stop,,43.696,10.395,43.696,10.39,401.98
route_1353,5,Stop,,43.699,10.396,43.696,10.395,343.14
route_1353,6,Stop,,43.7,10.393,43.699,10.396,265.57
route_1353,7,Stop,,43.703,10.396,43.7,10.393,411.63
route_1353,8,Stop,,43.705,10.394,43.703,10.396,274.42
route_1353,9,Stop,,43.707,10.395,43.705,10.394,236.47
route_1353,10,Location,Supermercato Coop San Giusto,43.706,10.392,43.707,10.395,265.55
route_1354,0,Location,OBI Pisa,43.701,10.383,,,
route_1354,1,Stop,,43.703,10.387,43.701,10.383,390.96
route_1354,2,Stop,,43.707,10.386,43.703,10.387,451.99
route_1354,3,Stop,,43.709,10.385,43.707,10.386,236.47
route_1354,4,Stop,,43.711,10.388,43.709,10.385,328.03
route_1354,5,Stop,,43.711,10.392,43.711,10.388,321.50
route_1354,6,Stop,,43.71,10.396,43.711,10.392,340.19
route_1354,7,Stop,,43.71,10.399,43.71,10.396,241.13
route_1354,8,Stop,,43.71,10.403,43.71,10.399,321.51
route_1354,9,Stop,,43.71,10.405,43.71,10.403,160.75
route_1354,10,Location,Via Montanelli 66,43.713,10.406,43.71,10.405,343.13
route_1355,0,Location,OBI Pisa,43.701,10.383,,,
route_1355,1,Stop,,43.703,10.387,43.701,10.383,390.96
route_1355,2,Stop,,43.707,10.386,43.703,10.387,451.99
route_1355,3,Stop,,43.71,10.388,43.707,10.386,370.30
route_1355,4,Stop,,43.711,10.392,43.71,10.388,340.19
route_1355,5,Stop,,43.71,10.396,43.711,10.392,340.19
route_1355,6,Stop,,43.71,10.402,43.71,10.396,482.26
route_1355,7,Stop,,43.71,10.406,43.71,10.402,321.51
route_1355,8,Stop,,43.71,10.411,43.71,10.406,401.88
route_1355,9,Stop,,43.711,10.417,43.71,10.411,494.91
route_1355,10,Location,Ristorante Tuscany 2,43.71,10.42,43.711,10.417,265.53
route_1356,0,Location,OBI Pisa,43.701,10.383,,,
route_1356,1,Stop,,43.703,10.387,43.701,10.383,390.96
route_1356,2,Stop,,43.707,10.386,43.703,10.387,451.99
route_1356,3,Stop,,43.71,10.388,43.707,10.386,370.30
route_1356,4,Stop,,43.711,10.392,43.71,10.388,340.19
route_1356,5,Stop,,43.71,10.396,43.711,10.392,340.19
route_1356,6,Stop,,43.71,10.402,43.71,10.396,482.26
route_1356,7,Stop,,43.71,10.406,43.71,10.402,321.51
route_1356,8,Stop,,43.71,10.411,43.71,10.406,401.88
route_1356,9,Stop,,43.708,10.412,43.71,10.411,236.47
route_1356,10,Location,Euronics Pisa Cisanello,43.707,10.415,43.708,10.412,265.54
route_1357,0,Location,OBI Pisa,43.701,10.383,,,
route_1357,1,Stop,,43.704,10.387,43.701,10.383,463.33
route_1357,2,Stop,,43.708,10.386,43.704,10.387,451.98
route_1357,3,Stop,,43.711,10.39,43.708,10.386,463.30
route_1357,4,Stop,,43.711,10.394,43.711,10.39,321.50
route_1357,5,Stop,,43.71,10.399,43.711,10.394,416.98
route_1357,6,Stop,,43.71,10.405,43.71,10.399,482.26
route_1357,7,Stop,,43.71,10.41,43.71,10.405,401.88
route_1357,8,Stop,,43.711,10.417,43.71,10.41,573.52
route_1357,9,Stop,,43.712,10.421,43.711,10.417,340.19
route_1357,10,Location,Hotel San Ranieri,43.715,10.421,43.712,10.421,333.58
route_1380,0,Location,Ristorante La Greppia,43.704,10.399,,,
route_1380,1,Stop,,43.705,10.401,43.704,10.399,195.48
route_1380,2,Stop,,43.707,10.403,43.705,10.401,274.41
route_1380,3,Stop,,43.707,10.403,43.707,10.403,0.00
route_1380,4,Stop,,43.709,10.405,43.707,10.403,274.41
route_1380,5,Stop,,43.71,10.407,43.709,10.405,195.46
route_1380,6,Stop,,43.712,10.408,43.71,10.407,236.47
route_1380,7,Stop,,43.714,10.409,43.712,10.408,236.47
route_1380,8,Stop,,43.716,10.409,43.714,10.409,222.39
route_1380,9,Stop,,43.719,10.41,43.716,10.409,343.13
route_1380,10,Location,Universita di Pisa,43.719,10.408,43.719,10.41,160.73
route_1381,0,Location,Ristorante La Greppia,43.704,10.399,,,
route_1381,1,Stop,,43.705,10.401,43.704,10.399,195.48
route_1381,2,Stop,,43.707,10.403,43.705,10.401,274.41
route_1381,3,Stop,,43.707,10.403,43.707,10.403,0.00
route_1381,4,Stop,,43.709,10.405,43.707,10.403,274.41
route_1381,5,Stop,,43.71,10.406,43.709,10.405,137.20
route_1381,6,Stop,,43.711,10.408,43.71,10.406,195.46
route_1381,7,Stop,,43.713,10.408,43.711,10.408,222.39
route_1381,8,Stop,,43.714,10.405,43.713,10.408,265.52
route_1381,9,Stop,,43.715,10.402,43.714,10.405,265.52
route_1381,10,Location,Via Aretino Spinello 11,43.715,10.4,43.715,10.402,160.74
route_1382,0,Location,Ristorante La Greppia,43.704,10.399,,,
route_1382,1,Stop,,43.705,10.401,43.704,10.399,195.48
route_1382,2,Stop,,43.707,10.403,43.705,10.401,274.41
route_1382,3,Stop,,43.707,10.405,43.707,10.403,160.76
route_1382,4,Stop,,43.708,10.404,43.707,10.405,137.21
route_1382,5,Stop,,43.71,10.406,43.708,10.404,274.41
route_1382,6,Stop,,43.71,10.408,43.71,10.406,160.75
route_1382,7,Stop,,43.713,10.408,43.71,10.408,333.58
route_1382,8,Stop,,43.714,10.406,43.713,10.408,195.46
route_1382,9,Stop,,43.715,10.403,43.714,10.406,265.52
route_1382,10,Location,Via Angelo Battelli 5,43.716,10.402,43.715,10.403,137.20
route_1383,0,Location,Ristorante La Greppia,43.704,10.399,,,
route_1383,1,Stop,,43.705,10.402,43.704,10.399,265.55
route_1383,2,Stop,,43.707,10.403,43.705,10.402,236.47
route_1383,3,Stop,,43.707,10.403,43.707,10.403,0.00
route_1383,4,Stop,,43.71,10.405,43.707,10.403,370.30
route_1383,5,Stop,,43.71,10.408,43.71,10.405,241.13
route_1383,6,Stop,,43.713,10.408,43.71,10.408,333.58
route_1383,7,Stop,,43.715,10.409,43.713,10.408,236.47
route_1383,8,Stop,,43.718,10.409,43.715,10.409,333.58
route_1383,9,Stop,,43.716,10.406,43.718,10.409,328.01
route_1383,10,Location,Via Gabriele Vettori 18,43.717,10.404,43.716,10.406,195.45
route_1384,0,Location,Ristorante La Greppia,43.704,10.399,,,
route_1384,1,Stop,,43.705,10.402,43.704,10.399,265.55
route_1384,2,Stop,,43.707,10.403,43.705,10.402,236.47
route_1384,3,Stop,,43.707,10.403,43.707,10.403,0.00
route_1384,4,Stop,,43.71,10.405,43.707,10.403,370.30
route_1384,5,Stop,,43.71,10.408,43.71,10.405,241.13
route_1384,6,Stop,,43.713,10.408,43.71,10.408,333.58
route_1384,7,Stop,,43.715,10.409,43.713,10.408,236.47
route_1384,8,Stop,,43.718,10.409,43.715,10.409,333.58
route_1384,9,Stop,,43.717,10.407,43.718,10.409,195.45
route_1384,10,Location,Facolta di Ingegneria Polo A,43.718,10.406,43.717,10.407,137.20
route_1385,0,Location,Ristorante La Greppia,43.704,10.399,,,
route_1385,1,Stop,,43.705,10.401,43.704,10.399,195.48
route_1385,2,Stop,,43.707,10.403,43.705,10.401,274.41
route_1385,3,Stop,,43.707,10.403,43.707,10.403,0.00
route_1385,4,Stop,,43.71,10.405,43.707,10.403,370.30
route_1385,5,Stop,,43.71,10.407,43.71,10.405,160.75
route_1385,6,Stop,,43.712,10.408,43.71,10.407,236.47
route_1385,7,Stop,,43.715,10.409,43.712,10.408,343.13
route_1385,8,Stop,,43.717,10.409,43.715,10.409,222.39
route_1385,9,Stop,,43.719,10.409,43.717,10.409,222.39
route_1385,10,Location,Polo Fibonacci,43.719,10.407,43.719,10.409,160.73
route_1386,0,Location,Ristorante La Greppia,43.704,10.399,,,
route_1386,1,Stop,,43.705,10.401,43.704,10.399,195.48
route_1386,2,Stop,,43.706,10.403,43.705,10.401,195.47
route_1386,3,Stop,,43.707,10.404,43.706,10.403,137.21
route_1386,4,Stop,,43.707,10.403,43.707,10.404,80.38
route_1386,5,Stop,,43.709,10.401,43.707,10.403,274.41
route_1386,6,Stop,,43.709,10.401,43.709,10.401,0.00
route_1386,7,Stop,,43.71,10.399,43.709,10.401,195.46
route_1386,8,Stop,,43.711,10.398,43.71,10.399,137.20
route_1386,9,Stop,,43.712,10.398,43.711,10.398,111.19
route_1386,10,Location,Stazione Leopolda,43.712,10.399,43.712,10.398,80.37
route_1387,0,Location,Ristorante La Greppia,43.704,10.399,,,
route_1387,1,Stop,,43.705,10.401,43.704,10.399,195.48
route_1387,2,Stop,,43.707,10.403,43.705,10.401,274.41
route_1387,3,Stop,,43.707,10.405,43.707,10.403,160.76
route_1387,4,Stop,,43.708,10.404,43.707,10.405,137.21
route_1387,5,Stop,,43.709,10.401,43.708,10.404,265.54
route_1387,6,Stop,,43.71,10.399,43.709,10.401,195.46
route_1387,7,Stop,,43.71,10.396,43.71,10.399,241.13
route_1387,8,Stop,,43.711,10.392,43.71,10.396,340.19
route_1387,9,Stop,,43.711,10.392,43.711,10.392,0.00
route_1387,10,Location,Stazione San Rossore,43.711,10.39,43.711,10.392,160.75
route_1410,0,Location,Ristorante La Greppia,43.704,10.399,,,
route_1410,1,Stop,,43.705,10.402,43.704,10.399,265.55
route_1410,2,Stop,,43.707,10.404,43.705,10.402,274.41
route_1410,3,Stop,,43.708,10.404,43.707,10.404,111.19
route_1410,4,Stop,,43.71,10.406,43.708,10.404,274.41
route_1410,5,Stop,,43.71,10.41,43.71,10.406,321.51
route_1410,6,Stop,,43.71,10.415,43.71,10.41,401.88
route_1410,7,Stop,,43.711,10.417,43.71,10.415,195.46
route_1410,8,Stop,,43.711,10.42,43.711,10.417,241.13
route_1410,9,Stop,,43.713,10.42,43.711,10.42,222.39
route_1410,10,Location,Hotel San Ranieri,43.715,10.421,43.713,10.42,236.47
route_1411,0,Location,Ristorante La Greppia,43.704,10.399,,,
route_1411,1,Stop,,43.705,10.401,43.704,10.399,195.48
route_1411,2,Stop,,43.707,10.403,43.705,10.401,274.41
route_1411,3,Stop,,43.707,10.405,43.707,10.403,160.76
route_1411,4,Stop,,43.709,10.405,43.707,10.405,222.39
route_1411,5,Stop,,43.71,10.406,43.709,10.405,137.20
route_1411,6,Stop,,43.71,10.41,43.71,10.406,321.51
route_1411,7,Stop,,43.71,10.411,43.71,10.41,80.38
route_1411,8,Stop,,43.71,10.415,43.71,10.411,321.51
route_1411,9,Stop,,43.711,10.417,43.71,10.415,195.46
route_1411,10,Location,Esselunga Cisanello,43.711,10.42,43.711,10.417,241.13
route_1412,0,Location,Ristorante La Greppia,43.704,10.399,,,
route_1412,1,Stop,,43.703,10.401,43.704,10.399,195.48
route_1412,2,Stop,,43.7,10.4,43.703,10.401,343.13
route_1412,3,Stop,,43.699,10.397,43.7,10.4,265.57
route_1412,4,Stop,,43.696,10.395,43.699,10.397,370.31
route_1412,5,Stop,,43.696,10.391,43.696,10.395,321.58
route_1412,6,Stop,,43.696,10.386,43.696,10.391,401.98
route_1412,7,Stop,,43.695,10.383,43.696,10.386,265.59
route_1412,8,Stop,,43.692,10.384,43.695,10.383,343.14
route_1412,9,Stop,,43.687,10.383,43.692,10.384,561.76
route_1412,10,Location,Piscina Comunale Camalich,43.687,10.383,43.687,10.383,0.00
route_1413,0,Location,Ristorante La Greppia,43.704,10.399,,,
route_1413,1,Stop,,43.705,10.401,43.704,10.399,195.48
route_1413,2,Stop,,43.703,10.401,43.705,10.401,222.39
route_1413,3,Stop,,43.7,10.4,43.703,10.401,343.13
route_1413,4,Stop,,43.7,10.398,43.7,10.4,160.78
route_1413,5,Stop,,43.701,10.398,43.7,10.398,111.19
route_1413,6,Stop,,43.7,10.396,43.701,10.398,195.48
route_1413,7,Stop,,43.7,10.393,43.7,10.396,241.17
route_1413,8,Stop,,43.7,10.39,43.7,10.393,241.17
route_1413,9,Stop,,43.701,10.389,43.7,10.39,137.21
route_1413,10,Location,Conad Pian di Marco,43.703,10.387,43.701,10.389,274.42
route_1414,0,Location,Ristorante La Greppia,43.704,10.399,,,
route_1414,1,Stop,,43.703,10.401,43.704,10.399,195.48
route_1414,2,Stop,,43.702,10.401,43.703,10.401,111.19
route_1414,3,Stop,,43.7,10.398,43.702,10.401,328.05
route_1414,4,Stop,,43.699,10.396,43.7,10.398,195.49
route_1414,5,Stop,,43.696,10.395,43.699,10.396,343.14
route_1414,6,Stop,,43.696,10.391,43.696,10.395,321.58
route_1414,7,Stop,,43.696,10.386,43.696,10.391,401.98
route_1414,8,Stop,,43.696,10.384,43.696,10.386,160.79
route_1414,9,Stop,,43.696,10.387,43.696,10.384,241.19
route_1414,10,Location,Hotel Galilei Pisa,43.693,10.387,43.696,10.387,333.58
route_1415,0,Location,Ristorante La Greppia,43.704,10.399,,,
route_1415,1,Stop,,43.705,10.401,43.704,10.399,195.48
route_1415,2,Stop,,43.705,10.402,43.705,10.401,80.38
route_1415,3,Stop,,43.707,10.403,43.705,10.402,236.47
route_1415,4,Stop,,43.707,10.403,43.707,10.403,0.00
route_1415,5,Stop,,43.708,10.404,43.707,10.403,137.21
route_1415,6,Stop,,43.71,10.405,43.708,10.404,236.47
route_1415,7,Stop,,43.71,10.407,43.71,10.405,160.75
route_1415,8,Stop,,43.71,10.41,43.71,10.407,241.13
route_1415,9,Stop,,43.71,10.411,43.71,10.41,80.38
route_1415,10,Location,Pizzeria Pisanova,43.71,10.413,43.71,10.411,160.75
route_1416,0,Location,Ristorante La Greppia,43.704,10.399,,,
route_1416,1,Stop,,43.703,10.401,43.704,10.399,195.48
route_1416,2,Stop,,43.7,10.397,43.703,10.401,463.33
route_1416,3,Stop,,43.7,10.393,43.7,10.397,321.56
route_1416,4,Stop,,43.701,10.389,43.7,10.393,340.24
route_1416,5,Stop,,43.707,10.386,43.701,10.389,709.42
route_1416,6,Stop,,43.708,10.384,43.707,10.386,195.47
route_1416,7,Stop,,43.707,10.377,43.708,10.384,573.54
route_1416,8,Stop,,43.706,10.372,43.707,10.377,417.01
route_1416,9,Stop,,43.703,10.367,43.706,10.372,522.32
route_1416,10,Location,Ristorante Il Rustichello - San Piero,43.7,10.362,43.703,10.367,522.34
route_1417,0,Location,Ristorante La Greppia,43.704,10.399,,,
route_1417,1,Stop,,43.7,10.4,43.704,10.399,451.99
route_1417,2,Stop,,43.7,10.396,43.7,10.4,321.56
route_1417,3,Stop,,43.701,10.389,43.7,10.396,573.61
route_1417,4,Stop,,43.707,10.386,43.701,10.389,709.42
route_1417,5,Stop,,43.708,10.381,43.707,10.386,417.00
route_1417,6,Stop,,43.705,10.373,43.708,10.381,724.43
route_1417,7,Stop,,43.701,10.368,43.705,10.373,599.48
route_1417,8,Stop,,43.695,10.367,43.701,10.368,672.00
route_1417,9,Stop,,43.689,10.367,43.695,10.367,667.17
route_1417,10,Location,Eurospin Ospedaletto,43.686,10.373,43.689,10.367,586.54
route_1440,0,Location,Ristorante Pizzeria Il Pellicano,43.705,10.403,,,
route_1440,1,Stop,,43.707,10.403,43.705,10.403,222.39
route_1440,2,Stop,,43.707,10.405,43.707,10.403,160.76
route_1440,3,Stop,,43.708,10.404,43.707,10.405,137.21
route_1440,4,Stop,,43.709,10.401,43.708,10.404,265.54
route_1440,5,Stop,,43.71,10.4,43.709,10.401,137.20
route_1440,6,Stop,,43.71,10.398,43.71,10.4,160.75
route_1440,7,Stop,,43.71,10.396,43.71,10.398,160.75
route_1440,8,Stop,,43.711,10.392,43.71,10.396,340.19
route_1440,9,Stop,,43.712,10.392,43.711,10.392,111.19
route_1440,10,Location,Stazione San Rossore,43.711,10.39,43.712,10.392,195.46
route_1441,0,Location,Ristorante Pizzeria Il Pellicano,43.705,10.403,,,
route_1441,1,Stop,,43.703,10.401,43.705,10.403,274.42
route_1441,2,Stop,,43.7,10.4,43.703,10.401,343.13
route_1441,3,Stop,,43.7,10.397,43.7,10.4,241.17
route_1441,4,Stop,,43.7,10.395,43.7,10.397,160.78
route_1441,5,Stop,,43.7,10.391,43.7,10.395,321.56
route_1441,6,Stop,,43.701,10.389,43.7,10.391,195.48
route_1441,7,Stop,,43.704,10.387,43.701,10.389,370.31
route_1441,8,Stop,,43.707,10.386,43.704,10.387,343.13
route_1441,9,Stop,,43.71,10.386,43.707,10.386,333.58
route_1441,10,Location,Parco San Rossore,43.71,10.388,43.71,10.386,160.75
route_1442,0,Location,Ristorante Pizzeria Il Pellicano,43.705,10.403,,,
route_1442,1,Stop,,43.707,10.403,43.705,10.403,222.39
route_1442,2,Stop,,43.707,10.403,43.707,10.403,0.00
route_1442,3,Stop,,43.709,10.401,43.707,10.403,274.41
route_1442,4,Stop,,43.709,10.401,43.709,10.401,0.00
route_1442,5,Stop,,43.71,10.4,43.709,10.401,137.20
route_1442,6,Stop,,43.71,10.398,43.71,10.4,160.75
route_1442,7,Stop,,43.713,10.397,43.71,10.398,343.13
route_1442,8,Stop,,43.715,10.396,43.713,10.397,236.47
route_1442,9,Stop,,43.714,10.394,43.715,10.396,195.45
route_1442,10,Location,Lidl Pisa,43.713,10.392,43.714,10.394,195.46
route_1443,0,Location,Ristorante Pizzeria Il Pellicano,43.705,10.403,,,
route_1443,1,Stop,,43.703,10.401,43.705,10.403,274.42
route_1443,2,Stop,,43.702,10.4,43.703,10.401,137.21
route_1443,3,Stop,,43.7,10.398,43.702,10.4,274.42
route_1443,4,Stop,,43.701,10.398,43.7,10.398,111.19
route_1443,5,Stop,,43.7,10.395,43.701,10.398,265.57
route_1443,6,Stop,,43.7,10.392,43.7,10.395,241.17
route_1443,7,Stop,,43.7,10.389,43.7,10.392,241.17
route_1443,8,Stop,,43.7,10.389,43.7,10.389,0.00
route_1443,9,Stop,,43.701,10.391,43.7,10.389,195.48
route_1443,10,Location,McDonald's Pisa Aurelia,43.702,10.389,43.701,10.391,195.48
route_1444,0,Location,Ristorante Pizzeria Il Pellicano,43.705,10.403,,,
route_1444,1,Stop,,43.707,10.404,43.705,10.403,236.47
route_1444,2,Stop,,43.709,10.405,43.707,10.404,236.47
route_1444,3,Stop,,43.71,10.408,43.709,10.405,265.54
route_1444,4,Stop,,43.714,10.409,43.71,10.408,451.98
route_1444,5,Stop,,43.717,10.409,43.714,10.409,333.58
route_1444,6,Stop,,43.719,10.409,43.717,10.409,222.39
route_1444,7,Stop,,43.722,10.407,43.719,10.409,370.29
route_1444,8,Stop,,43.724,10.408,43.722,10.407,236.46
route_1444,9,Stop,,43.725,10.412,43.724,10.408,340.12
route_1444,10,Location,Parcheggio Via Paparelli,43.727,10.415,43.725,10.412,327.98
route_1445,0,Location,Ristorante Pizzeria Il Pellicano,43.705,10.403,,,
route_1445,1,Stop,,43.706,10.403,43.705,10.403,111.19
route_1445,2,Stop,,43.707,10.403,43.706,10.403,111.19
route_1445,3,Stop,,43.707,10.404,43.707,10.403,80.38
route_1445,4,Stop,,43.706,10.407,43.707,10.404,265.55
route_1445,5,Stop,,43.706,10.407,43.706,10.407,0.00
route_1445,6,Stop,,43.706,10.408,43.706,10.407,80.38
route_1445,7,Stop,,43.708,10.407,43.706,10.408,236.47
route_1445,8,Stop,,43.708,10.408,43.708,10.407,80.38
route_1445,9,Stop,,43.707,10.409,43.708,10.408,137.21
route_1445,10,Location,Decathlon Pisa,43.706,10.41,43.707,10.409,137.21
route_1446,0,Location,Ristorante Pizzeria Il Pellicano,43.705,10.403,,,
route_1446,1,Stop,,43.707,10.403,43.705,10.403,222.39
route_1446,2,Stop,,43.707,10.404,43.707,10.403,80.38
route_1446,3,Stop,,43.707,10.403,43.707,10.404,80.38
route_1446,4,Stop,,43.709,10.405,43.707,10.403,274.41
route_1446,5,Stop,,43.71,10.406,43.709,10.405,137.20
route_1446,6,Stop,,43.71,10.408,43.71,10.406,160.75
route_1446,7,Stop,,43.71,10.41,43.71,10.408,160.75
route_1446,8,Stop,,43.71,10.412,43.71,10.41,160.75
route_1446,9,Stop,,43.708,10.414,43.71,10.412,274.41
route_1446,10,Location,MediaWorld Pisa,43.708,10.412,43.708,10.414,160.76
route_1447,0,Location,Ristorante Pizzeria Il Pellicano,43.705,10.403,,,
route_1447,1,Stop,,43.707,10.403,43.705,10.403,222.39
route_1447,2,Stop,,43.707,10.404,43.707,10.403,80.38
route_1447,3,Stop,,43.707,10.403,43.707,10.404,80.38
route_1447,4,Stop,,43.709,10.405,43.707,10.403,274.41
route_1447,5,Stop,,43.71,10.405,43.709,10.405,111.19
route_1447,6,Stop,,43.71,10.407,43.71,10.405,160.75
route_1447,7,Stop,,43.71,10.41,43.71,10.407,241.13
route_1447,8,Stop,,43.71,10.41,43.71,10.41,0.00
route_1447,9,Stop,,43.71,10.412,43.71,10.41,160.75
route_1447,10,Location,Centro Commerciale Pisanova,43.71,10.413,43.71,10.412,80.38
route_1474,0,Location,Ristorante Pizzeria Il Pellicano,43.705,10.403,,,
route_1474,1,Stop,,43.7,10.395,43.705,10.403,850.11
route_1474,2,Stop,,43.701,10.379,43.7,10.395,1291.03
route_1474,3,Stop,,43.695,10.364,43.701,10.379,1378.15
route_1474,4,Stop,,43.689,10.35,43.695,10.364,1308.48
route_1474,5,Stop,,43.678,10.353,43.689,10.35,1246.71
route_1474,6,Stop,,43.68,10.348,43.678,10.353,459.49
route_1474,7,Stop,,43.683,10.337,43.68,10.348,945.38
route_1474,8,Stop,,43.677,10.325,43.683,10.337,1173.18
route_1474,9,Stop,,43.677,10.308,43.677,10.325,1367.16
route_1474,10,Location,Parcheggio Porto di Marina,43.669,10.297,43.677,10.308,1254.59
route_1475,0,Location,Ristorante Pizzeria Il Pellicano,43.705,10.403,,,
route_1475,1,Stop,,43.7,10.393,43.705,10.403,977.40
route_1475,2,Stop,,43.698,10.373,43.7,10.393,1623.14
route_1475,3,Stop,,43.693,10.359,43.698,10.373,1255.38
route_1475,4,Stop,,43.684,10.353,43.693,10.359,1110.97
route_1475,5,Stop,,43.677,10.347,43.684,10.353,915.78
route_1475,6,Stop,,43.68,10.334,43.677,10.347,1097.38
route_1475,7,Stop,,43.67,10.312,43.68,10.334,2089.72
route_1475,8,Stop,,43.663,10.307,43.67,10.312,876.13
route_1475,9,Stop,,43.651,10.304,43.663,10.307,1355.99
route_1475,10,Location,Ristorante Da Stefano (Tirrenia),43.643,10.294,43.651,10.304,1199.47
route_1476,0,Location,Ristorante Pizzeria Il Pellicano,43.705,10.403,,,
route_1476,1,Stop,,43.7,10.392,43.705,10.403,1044.52
route_1476,2,Stop,,43.698,10.373,43.7,10.392,1543.55
route_1476,3,Stop,,43.689,10.351,43.698,10.373,2032.26
route_1476,4,Stop,,43.678,10.353,43.689,10.351,1233.67
route_1476,5,Stop,,43.679,10.345,43.678,10.353,652.89
route_1476,6,Stop,,43.677,10.325,43.679,10.345,1623.70
route_1476,7,Stop,,43.668,10.311,43.677,10.325,1506.43
route_1476,8,Stop,,43.656,10.308,43.668,10.311,1355.99
route_1476,9,Stop,,43.646,10.293,43.656,10.308,1641.00
route_1476,10,Location,Centro Commerciale Darsena (Tirrenia),43.637,10.288,43.646,10.293,1078.61
route_1477,0,Location,Ristorante Pizzeria Il Pellicano,43.705,10.403,,,
route_1477,1,Stop,,43.71,10.405,43.705,10.403,578.75
route_1477,2,Stop,,43.715,10.409,43.71,10.405,642.24
route_1477,3,Stop,,43.722,10.407,43.715,10.409,794.79
route_1477,4,Stop,,43.726,10.413,43.722,10.407,655.97
route_1477,5,Stop,,43.731,10.42,43.726,10.413,790.87
route_1477,6,Stop,,43.738,10.424,43.731,10.42,842.10
route_1477,7,Stop,,43.745,10.43,43.738,10.424,915.52
route_1477,8,Stop,,43.751,10.435,43.745,10.43,778.73
route_1477,9,Stop,,43.758,10.435,43.751,10.435,778.36
route_1477,10,Location,Parcheggio San Giuliano Terme,43.758,10.43,43.758,10.435,401.56
route_1478,0,Location,Ristorante Pizzeria Il Pellicano,43.705,10.403,,,
route_1478,1,Stop,,43.7,10.393,43.705,10.403,977.40
route_1478,2,Stop,,43.7,10.376,43.7,10.393,1366.63
route_1478,3,Stop,,43.693,10.359,43.7,10.376,1572.82
route_1478,4,Stop,,43.685,10.351,43.693,10.359,1097.76
route_1478,5,Stop,,43.674,10.349,43.685,10.351,1233.67
route_1478,6,Stop,,43.68,10.338,43.674,10.349,1108.01
route_1478,7,Stop,,43.676,10.321,43.68,10.338,1437.67
route_1478,8,Stop,,43.666,10.31,43.676,10.321,1420.97
route_1478,9,Stop,,43.654,10.309,43.666,10.31,1336.76
route_1478,10,Location,Hotel Continental Tirrenia,43.649,10.296,43.654,10.309,1184.51
route_1479,0,Location,Ristorante Pizzeria Il Pellicano,43.705,10.403,,,
route_1479,1,Stop,,43.7,10.395,43.705,10.403,850.11
route_1479,2,Stop,,43.707,10.386,43.7,10.395,1062.67
route_1479,3,Stop,,43.723,10.38,43.707,10.386,1843.31
route_1479,4,Stop,,43.733,10.375,43.723,10.38,1182.31
route_1479,5,Stop,,43.743,10.373,43.733,10.375,1123.50
route_1479,6,Stop,,43.751,10.36,43.743,10.373,1371.78
route_1479,7,Stop,,43.759,10.35,43.751,10.36,1198.49
route_1479,8,Stop,,43.769,10.344,43.759,10.35,1211.85
route_1479,9,Stop,,43.779,10.355,43.769,10.344,1420.03
route_1479,10,Location,Parcheggio Migliarino,43.784,10.363,43.779,10.355,849.46
route_1480,0,Location,Ristorante Pizzeria Il Pellicano,43.705,10.403,,,
route_1480,1,Stop,,43.71,10.406,43.705,10.403,606.02
route_1480,2,Stop,,43.716,10.409,43.71,10.406,709.40
route_1480,3,Stop,,43.722,10.407,43.716,10.409,686.26
route_1480,4,Stop,,43.726,10.413,43.722,10.407,655.97
route_1480,5,Stop,,43.731,10.421,43.726,10.413,849.89
route_1480,6,Stop,,43.74,10.425,43.731,10.421,1051.09
route_1480,7,Stop,,43.747,10.431,43.74,10.425,915.51
route_1480,8,Stop,,43.753,10.436,43.747,10.431,778.72
route_1480,9,Stop,,43.759,10.434,43.753,10.436,686.23
route_1480,10,Location,Conad Metato,43.76,10.427,43.759,10.434,573.06
route_1481,0,Location,Ristorante Pizzeria Il Pellicano,43.705,10.403,,,
